LOAN_ID,APPLICATION_DATE,APPLICANT_AGE,ANNUAL_INCOME,EMPLOYMENT_STATUS,EMPLOYMENT_LENGTH_MONTHS,CREDIT_SCORE,EXISTING_DEBT,NUM_CREDIT_ACCOUNTS,LOAN_AMOUNT,LOAN_PURPOSE,LOAN_TERM_DAYS,INTEREST_RATE,STATE,LOAN_DEFAULT
GG9WYGXJEXUJUFO0,2024-05-24,34,38235,Employed,223,640,7834,1,5000,Emergency,90,18.21,OH,N
LDTZ8BGGHL2FY0TU,2024-01-25,20,102925,Student,0,546,20289,5,500,Medical,365,24.91,FL,N
OF7F8T3KI0V2AWBL,2024-02-25,64,125357,Employed,47,691,8192,2,2000,Car Repair,180,17.23,GA,N
F5SDZT4PGJM00IAL,2024-04-27,64,17768,Employed,31,689,25196,4,1500,Emergency,180,17.5,OH,Y
S1JAV8NFQRWUEFG0,2025-01-08,54,77008,Employed,69,700,3655,3,2000,Education,365,12.49,IL,N
K2RTJCPFKAP0WZQX,2024-04-03,37,106476,Employed,87,656,17803,4,2000,Other,365,17.55,PA,Y
W7DS7K25PNV0GUA8,2024-07-22,37,38511,Self-Employed,141,668,10647,4,1000,Emergency,30,10.39,NY,Y
F66B9YNZ51MGY1EC,2024-06-25,40,44487,Employed,8,710,1482,6,1000,Education,90,17.79,FL,N
89S334WID6ZLSNV0,2024-05-05,58,73902,Unemployed,0,528,15315,4,500,Home Repair,180,20.93,CA,N
5AQBYUM5F3QAOPKS,2024-08-16,29,35740,Employed,82,791,17313,6,1500,Debt Consolidation,90,14.73,IL,N
S9AWOY92P8J57597,2024-04-30,38,64559,Self-Employed,40,641,2707,5,500,Travel,30,19.3,IL,Y
PTV9L660NFFRTXS6,2024-04-25,38,32484,Unemployed,0,579,47905,3,1000,Home Repair,180,23.74,CO,N
Y04N3YSF3R2VOUQR,2024-10-16,39,135767,Employed,6,689,2629,4,1500,Education,180,14.54,AZ,N
5O1CE7B5YUFXH61F,2024-08-18,50,74381,Employed,6,641,4099,2,1500,Travel,30,17.8,AZ,N
B0GQ3A7C1R0BURI0,2024-09-30,18,172944,Employed,39,718,23951,2,1000,Debt Consolidation,60,14.86,IL,N
PRCPH399IWZGK8DI,2024-07-07,51,79596,Contract,3,820,62528,2,5000,Emergency,90,13.12,NY,N
TWPLA6A7G315BDP4,2024-01-27,45,47088,Employed,44,751,6614,1,1500,Emergency,90,13.18,PA,Y
REC8TUUZ5BF3KSCN,2024-05-07,65,65029,Unemployed,0,630,12454,4,1500,Emergency,90,21.24,GA,N
LHJNXP90UKTUELS4,2024-08-12,27,33526,Contract,7,635,9030,5,2000,Education,180,17.56,IL,N
Z6RNK3V4Q5B8FXQW,2024-07-04,41,36991,Employed,37,664,26490,3,2000,Home Repair,90,16.27,GA,N
RWNIE7YVL5BT6OB3,2024-04-02,48,99159,Employed,1,752,933,2,1500,Emergency,180,12.74,NV,N
DB29OHFF8P5L2ZJM,2024-05-03,63,48773,Contract,16,591,12836,1,500,Car Repair,30,19.81,TN,N
FWXEJ5MHWWQXYEBK,2024-05-04,61,51405,Employed,41,751,1050,5,1500,Debt Consolidation,30,6.53,TX,N
9F6G8V3GY0YNOYAP,2024-06-27,18,172053,Employed,65,605,13385,4,5000,Medical,365,16.69,MI,Y
E7OM7ODM6INT2TC8,2024-07-09,22,83848,Self-Employed,31,653,4946,4,1000,Home Repair,365,12.34,OH,Y
YBOBPY1R2XGPB204,2024-12-01,55,62230,Retired,0,603,48609,3,2000,Emergency,60,18.7,NY,N
T76PIV6RE8IV8AY0,2024-05-14,18,43233,Self-Employed,40,629,11918,3,3000,Emergency,90,20.11,PA,N
RSG5U3HAXWDLPBJR,2024-11-15,47,45088,Employed,2,793,5472,3,2000,Emergency,90,14.35,FL,N
DHQXAHS5RCGB077N,2024-11-08,23,117872,Contract,8,775,42906,7,10000,Emergency,30,12.8,FL,N
XDT7U6CLGVJIMX5H,2024-12-03,39,60032,Self-Employed,78,661,26438,5,500,Education,60,19.77,TX,N
HVYHXDGK2FSWHYHW,2024-04-04,38,125516,Unemployed,0,663,2837,9,10000,Car Repair,180,16.75,FL,Y
IFRPU63YRXK65AWS,2024-01-22,35,42410,Employed,25,760,11628,6,7500,Car Repair,60,15.45,OH,N
EB06ZA0UPNSM9HWG,2024-09-19,41,27883,Student,0,687,18701,7,2000,Travel,180,14.08,CA,N
IYQKQ2YS8BH95HHZ,2024-07-13,55,27016,Self-Employed,25,639,11785,2,2500,Medical,30,22.43,WA,N
LPLH87D72O201U6K,2024-08-25,37,39806,Employed,16,760,7289,2,2500,Car Repair,365,13.41,TX,N
5YQ8O5M4AJX32API,2024-12-28,43,36403,Unemployed,0,556,6909,4,7500,Emergency,180,21.68,FL,Y
7OWE5ESAGKAVRC6A,2024-06-16,27,42108,Contract,4,696,44828,5,3000,Home Repair,30,14.16,WA,N
GIWZ9U2OP4U7WJ0V,2024-01-18,32,37720,Self-Employed,24,675,23424,2,1500,Emergency,90,15.65,IL,N
YSD3C5BFV2KGGHKH,2024-03-01,51,142921,Employed,59,662,15854,5,2000,Medical,30,19.49,TX,N
E15IBCB0FLABEHAM,2024-11-06,33,42660,Employed,28,672,2775,5,1500,Emergency,30,16.61,IL,Y
SXAAQFAZLOHSPPF3,2024-05-02,39,61646,Employed,64,729,30766,5,5000,Home Repair,180,12.47,NY,N
2JSKI4AIMP7OA09R,2024-04-10,52,23955,Employed,28,721,42293,5,2000,Home Repair,60,17.9,TX,N
17WLQIPN9JTIUJ5I,2024-11-22,41,16335,Employed,34,754,24575,8,5000,Travel,180,10.64,TX,N
R1WL2I4BITQUFWI2,2024-06-04,19,37644,Employed,89,683,24409,2,5000,Home Repair,90,17.64,CA,Y
ZQSV51TK2ZT15NYS,2024-06-04,48,39928,Employed,41,677,17305,1,500,Car Repair,180,14.36,TX,N
GTMC1BKDJT4MD6M4,2024-04-20,26,51136,Employed,44,589,22601,3,1000,Education,60,18.63,NC,N
J73G47SAW00T5TK2,2024-12-10,25,16136,Employed,21,795,12969,2,500,Emergency,180,12.47,MI,N
YNJE2OTBPCMOY84F,2024-08-08,42,48305,Unemployed,0,474,24335,2,500,Emergency,90,25.61,CA,N
YPGPNEXXE3IX49EK,2024-07-08,45,38955,Employed,52,614,45188,4,1500,Debt Consolidation,60,18.49,IL,N
YK7YQ5UJ5KDIICZK,2024-12-19,53,22897,Self-Employed,35,713,10919,1,1000,Other,90,15.28,PA,Y
K0A0RA0YNFS7B061,2024-10-15,53,63531,Employed,24,680,1409,4,2500,Emergency,60,14.36,PA,N
DPKB11FM1OWWSA1T,2024-02-27,45,21604,Employed,113,588,5107,5,1500,Emergency,90,18.86,TX,Y
4DSTVN7LCCJZ8V9C,2024-06-15,43,66870,Unemployed,0,743,6934,5,2000,Debt Consolidation,30,11.25,CA,N
1C2G0RF1LFCOP4H6,2024-04-22,21,29211,Employed,60,794,1511,1,2000,Medical,90,13.52,PA,N
URPQZVYUIU3XMVQD,2024-03-21,18,39205,Unemployed,0,506,14681,1,1000,Emergency,90,24.36,IL,N
3CS6ZKSE0APHW4JQ,2024-09-11,35,28801,Employed,133,662,66132,1,1000,Emergency,60,11.44,CA,N
Z1PH40DPMXWOBYEZ,2024-08-03,64,34041,Unemployed,0,642,2354,1,2000,Debt Consolidation,365,18.31,CA,N
WGYF3BL99LWG4DI2,2024-04-14,34,50514,Employed,24,552,31282,4,3000,Debt Consolidation,60,25.26,IL,Y
KV00I3KYJCMF4J10,2024-11-19,47,19199,Self-Employed,131,811,2541,7,10000,Car Repair,180,10.02,CA,N
YEHH7MC7NY6V9MCJ,2024-11-11,40,34842,Employed,22,702,1472,3,1500,Emergency,30,13.46,WA,N
1MK92XE9GUFI389P,2024-06-13,25,20772,Employed,1,694,3858,3,3000,Emergency,30,16.46,CA,N
PQXXJ3OFOWR4B2EG,2024-08-11,52,157928,Employed,49,747,35213,4,5000,Education,60,15.65,IL,N
ICQXVZ1108DCNK4O,2024-12-15,37,121085,Contract,5,583,13782,5,500,Medical,60,21.87,PA,N
WD14R4UT6F1XUHDG,2024-09-21,18,113478,Employed,32,711,7867,5,1500,Medical,180,21.68,MI,N
D23WRQSOG68ZDOPT,2024-06-28,34,20214,Employed,89,651,14706,3,10000,Other,365,13.97,TX,N
O9NXXKLUA07FMN3W,2024-02-09,29,62111,Employed,38,684,14837,1,2500,Medical,30,12.34,PA,N
Z3VU2T8QC13HZI1G,2024-05-19,23,39665,Retired,0,704,6055,5,2000,Emergency,60,14.41,TX,N
EIEZYRBZKL5T76UX,2024-11-29,35,49931,Retired,0,606,20215,5,2500,Emergency,30,22.03,IL,Y
4KUVDI0IRVO9MAWO,2024-03-09,27,131501,Retired,0,593,10655,5,10000,Medical,90,22.5,PA,N
BPKAHB1RPZD8N0OB,2024-04-19,35,23976,Retired,0,682,3587,1,1000,Emergency,90,15.02,AZ,N
KUH9K3SXDLK8I174,2024-09-04,35,61322,Self-Employed,59,659,36310,5,1500,Medical,60,16.6,PA,N
LXZ1MFIHTC41RWSB,2024-01-28,47,20855,Retired,0,649,61539,6,5000,Home Repair,90,20.41,PA,N
4HY6AHA7W3MQOJYS,2024-05-21,35,30419,Retired,0,824,446,10,500,Debt Consolidation,30,10.94,MI,N
SEXVR29IFDVBWEVS,2025-01-15,49,25804,Employed,32,656,2089,2,2500,Debt Consolidation,60,16.73,TX,Y
EYT5U694KWW4HN86,2024-09-14,60,65694,Self-Employed,12,617,15637,6,1000,Emergency,180,17.88,IL,N
VWPEWB6SF1F4TZGN,2024-06-22,36,100516,Employed,18,732,6168,4,500,Education,90,13.18,OH,N
QLREYLEWBCT64PBW,2024-07-08,43,28851,Unemployed,0,568,120641,3,1500,Car Repair,60,24.34,WA,N
M12RR05T2QGAW3SV,2024-02-21,57,52710,Employed,46,790,14596,2,2500,Emergency,30,15.35,NC,N
E6OPEMSTNPS119O4,2024-04-07,50,60315,Employed,6,704,30278,3,2000,Emergency,180,14.45,TX,N
XPCZ07AHCZKCHUAM,2024-02-22,44,39986,Self-Employed,91,644,991,7,3000,Emergency,60,20.03,TX,N
HM7AMTNGYL6KGLC6,2025-01-13,54,22978,Employed,18,614,18789,3,3000,Emergency,365,19.74,TX,N
69PSH82ODS9GMYSE,2024-04-23,68,34264,Retired,0,591,6171,0,1500,Debt Consolidation,30,18.12,NV,N
ZVZ1XNJ01V1PJZL7,2024-09-27,44,48656,Employed,12,677,28044,5,1000,Car Repair,180,12.95,TX,Y
A0YZC7720USZSKZK,2024-05-11,32,78895,Student,0,698,8026,6,5000,Medical,60,17.35,OH,N
96NZ3LGVWFFOUF1H,2024-04-23,41,22428,Employed,92,649,25260,3,3000,Emergency,365,22.39,CO,N
06WF9PTTMDBZIVCG,2024-12-28,36,73557,Unemployed,0,628,8071,5,1000,Emergency,30,18.75,FL,N
3M6A1K42SF12A5WS,2024-07-28,24,16812,Self-Employed,140,646,15073,4,1000,Debt Consolidation,30,20.64,FL,N
U536H4VJXOTMEXF3,2024-07-13,43,36777,Employed,56,689,15532,4,500,Emergency,90,14.9,TX,N
2VD1834L2382O4QF,2024-02-07,59,46844,Employed,45,763,4220,3,3000,Home Repair,90,12.78,PA,N
ACPRU2VHGH3D6G79,2024-02-08,46,35222,Retired,0,718,37740,6,500,Emergency,90,15.29,NY,Y
QZ2DTJRUAFD4KUC8,2024-04-09,18,195885,Employed,5,450,4878,1,1500,Emergency,60,23.87,GA,N
MLSSLQ99AF38Q37M,2024-07-03,42,52340,Employed,4,623,5757,4,500,Car Repair,30,22.98,CA,Y
B2XHY2A9P94YTNCZ,2024-12-19,39,77328,Student,0,481,18731,5,2500,Education,90,23.43,TX,N
7WZHCTM7CE5903KL,2024-09-17,40,52483,Student,0,529,10768,6,7500,Car Repair,90,26.07,TX,Y
TD3YG35A27CGLBVC,2024-12-30,55,73341,Employed,60,662,29833,4,7500,Emergency,30,18.14,GA,N
R7ZUA8QZA9GL4B73,2024-11-18,19,17440,Employed,1,806,13235,1,5000,Emergency,30,11.33,CA,N
LCY2XBVG42H5ZXRQ,2024-10-05,36,37625,Employed,57,627,2809,5,3000,Medical,90,19.76,CA,N
0WPBMW6EH425ICD0,2024-10-09,38,56283,Unemployed,0,602,2103,3,1000,Medical,90,16.88,NC,Y
LSF6DZT2D8YYJCVO,2024-05-20,18,25850,Student,0,627,38467,1,5000,Debt Consolidation,180,19.44,WA,Y
HAJ3YVSILB59WWII,2024-07-02,44,42745,Employed,75,669,47948,4,1500,Home Repair,90,16.04,AZ,N
V54D0MLKTOBY20RM,2024-09-09,20,103588,Employed,37,771,3624,2,1000,Home Repair,90,12.1,PA,N
73CFC4VG9Z2ABPT2,2024-08-26,46,19209,Employed,2,742,785,5,2000,Other,60,15.96,TX,N
AH3SMFEJQL37546F,2024-12-03,35,34069,Retired,0,654,6742,8,500,Medical,30,12.59,OH,N
N9HFEOAL1YN4CBUW,2024-12-10,20,69465,Employed,121,775,4593,2,3000,Emergency,30,14.04,TX,N
W3VG29KW1AAKNCME,2024-06-12,41,65105,Employed,35,784,14627,5,3000,Car Repair,30,12.13,IL,N
6F4O7VMR32KX0JJU,2024-01-13,36,112712,Self-Employed,46,662,32185,12,5000,Education,90,15.32,NY,N
PK5S3VKXSNPC5DT4,2024-03-25,58,61965,Unemployed,0,537,451,1,1000,Car Repair,180,26.2,GA,N
54PW1VAOTFBGNPQ4,2024-11-18,48,81030,Employed,2,593,38985,6,2000,Home Repair,90,19.19,TN,N
LE5HW7W0K26BPLQ9,2024-10-31,54,105645,Employed,13,619,6687,4,1500,Other,30,22.43,IL,Y
SDLNITQ77YY5E7SR,2024-08-20,41,51539,Employed,31,713,6572,4,2500,Other,60,15.81,WA,N
KFF29202ADL7GEW1,2024-06-28,27,41512,Employed,9,703,390,4,3000,Home Repair,60,14.49,FL,Y
E6JDVZLSG5CSOAAZ,2024-12-08,54,78179,Self-Employed,43,667,8504,7,1500,Education,365,16.23,CA,Y
DJBH79IHNB2ZF1YH,2024-11-11,18,22538,Employed,11,691,11500,4,2500,Home Repair,60,14.97,CO,Y
C41O5OGI4MEIADNC,2024-11-15,49,40324,Student,0,475,3072,2,7500,Education,365,24.2,NV,N
CB2HPU1FH7AM1MC4,2024-10-06,36,38149,Employed,13,774,28113,6,2000,Education,365,9.93,TX,Y
XWI7G3C36F5A83UD,2024-11-04,44,83440,Unemployed,0,608,4693,3,5000,Debt Consolidation,180,24.8,AZ,N
QBUYGRX2QMRLWPOE,2024-01-04,45,27523,Student,0,597,4928,4,1000,Home Repair,365,19.83,MI,N
CQZ09JD4MK8456M8,2024-02-01,34,42567,Employed,12,691,4478,4,2000,Emergency,60,18.01,CA,N
VG7CFT8SADGYMJJQ,2024-02-09,28,34387,Employed,13,715,8404,6,2000,Emergency,90,13.49,NC,N
GFJ2DZKWUHBP0FL8,2024-02-28,36,35800,Self-Employed,271,775,46415,4,1000,Car Repair,60,17.3,PA,N
JPL2CGCTGLFVQUE1,2024-02-07,31,36413,Employed,12,637,6496,4,2500,Debt Consolidation,90,16.73,MI,N
HBX7VEHY57C34FZ9,2024-10-01,32,27834,Employed,24,764,8526,2,1500,Emergency,365,14.2,NV,N
DT2MD6T5Y7FELHDZ,2024-02-22,35,29309,Retired,0,637,7222,3,3000,Debt Consolidation,60,22.24,NY,Y
HWMAK5W405D3NIOW,2024-10-19,41,69206,Employed,143,615,2482,4,1500,Emergency,90,20.98,GA,Y
PXS8DQE05LVPF7J5,2024-06-20,40,121506,Unemployed,0,714,11955,4,500,Travel,90,15.68,NY,N
OLVOR71Y3OVQZFW3,2024-01-15,46,82369,Employed,17,609,11653,5,1500,Medical,30,17.03,TX,N
BWEEEC68RKK6TX2I,2024-07-04,47,38410,Employed,90,687,10686,2,1500,Emergency,60,14.81,CA,Y
KBE0QAB7UR8WOIEE,2024-03-28,25,49747,Employed,17,756,5891,6,5000,Travel,90,13.06,GA,N
L873QEO7P58CO9BJ,2024-10-04,20,35725,Employed,65,690,2670,2,1000,Car Repair,60,14.37,OH,N
MTY0SX22JEM600SK,2024-06-20,25,59953,Employed,23,709,7166,5,1000,Home Repair,60,16.61,TN,Y
MSU9KDP5RO8Q88MG,2024-10-13,42,73161,Self-Employed,43,591,32560,5,1000,Car Repair,60,19.41,GA,N
4DQTHGCNTDON4OK8,2024-10-27,32,70458,Student,0,732,1979,3,500,Home Repair,60,11.65,CA,N
SM0V7CKXN90TPZK3,2024-04-27,42,58579,Self-Employed,51,591,31802,6,1000,Emergency,60,20.68,TN,N
GMG5WAAECHG74L8O,2025-01-04,25,80889,Employed,36,635,10229,0,500,Emergency,180,18.15,TX,N
SDWAT80QFEWLEG1N,2024-01-23,22,43188,Employed,12,706,39589,3,2500,Debt Consolidation,30,18.47,TN,Y
ENWIZ9AD5Y2PV7WY,2024-09-30,49,77961,Employed,120,800,6141,3,1500,Travel,180,11.39,TX,N
QK3TGZI4FLSJNP2H,2024-03-20,60,65718,Employed,104,687,27593,5,7500,Car Repair,60,15.51,NY,N
XSOQUC0V4LLD2PZ2,2024-02-21,20,40813,Self-Employed,17,644,12476,3,7500,Home Repair,30,17.28,NY,N
LX6EWKJE8JN8UH2M,2024-01-06,51,68418,Employed,3,561,14194,4,1500,Travel,180,26.41,CA,N
D7TZG35V2A0JQ9Q7,2024-08-12,54,49481,Retired,0,677,7150,5,500,Medical,60,17.67,TX,Y
FA5RQ8K98Y27BRT8,2024-10-21,37,50798,Employed,14,609,6558,4,1000,Debt Consolidation,90,18.95,OH,N
ID9SQMJN6O6XY8DS,2024-02-05,34,86607,Employed,89,563,2246,6,3000,Emergency,60,26.88,CA,Y
S13VJUXE06XE3N52,2024-12-16,21,40847,Contract,169,693,7041,3,3000,Home Repair,90,14.24,IL,Y
IID7RUTF966DQ5WB,2024-01-21,41,71569,Self-Employed,46,613,7742,3,1000,Car Repair,60,17.13,IL,N
276QYVII1V3Y076X,2024-09-16,48,67732,Unemployed,0,588,8351,4,1500,Other,60,17.92,NY,N
6HJGNZCLMCBUOE8T,2024-09-01,24,67514,Employed,77,725,51073,4,3000,Car Repair,60,12.77,OH,N
4JKR3SX3AI6PARQJ,2024-09-09,51,68900,Employed,10,566,25016,4,1000,Debt Consolidation,60,22.64,WA,N
W72PMNJ1YLMUITSU,2024-10-27,38,90134,Student,0,706,9240,5,500,Car Repair,30,15.35,CA,Y
LTAGAWPOHZRXYWUE,2024-10-10,27,76925,Unemployed,0,722,1287,3,500,Debt Consolidation,365,16.27,OH,N
YREHKX6FYK7WQIMO,2024-01-22,26,73903,Employed,69,583,5575,4,3000,Home Repair,60,20.67,NY,N
WPNM7CXDWN2IEO7D,2024-10-13,31,40578,Employed,68,800,21320,4,10000,Medical,180,13.1,TN,Y
8WKDEF2MGLKEMHLW,2024-09-12,32,49957,Employed,55,606,30379,0,1000,Car Repair,180,17.51,TX,N
W4VDSSMG1AWZVWOB,2024-06-01,48,33532,Employed,20,806,29000,4,1000,Home Repair,180,12.84,NC,N
RUJ1H1ADRGHSBMEK,2024-06-21,36,54271,Unemployed,0,684,41024,10,1000,Debt Consolidation,90,14.96,PA,N
1MQP8EICFARYULYW,2024-07-27,51,40131,Unemployed,0,742,8817,2,1000,Medical,60,15.15,NY,N
LZHCJOJZ5K9IT5CV,2024-05-04,52,59406,Unemployed,0,606,17007,4,3000,Car Repair,180,21.39,TX,N
TZ4PB7Z9JN375BMG,2024-05-20,43,53119,Self-Employed,11,678,2772,4,3000,Debt Consolidation,180,17.97,TX,N
UHQUSI3OE9VU90ZC,2024-08-28,22,90431,Employed,48,622,14622,1,500,Travel,180,18.87,AZ,N
QLUDKEZH36XLBHWG,2024-11-19,42,154395,Self-Employed,77,549,8548,6,1000,Emergency,60,23.46,OH,N
5742LO67RU8DM0IB,2024-11-22,18,55662,Employed,80,601,2331,4,1000,Emergency,180,21.23,TX,N
ZZ0Q4Q496US5DSP6,2024-05-02,48,89442,Employed,15,816,18384,6,1000,Medical,180,12.45,GA,N
W2W6PHK0VX3GEHLE,2024-08-15,35,69031,Unemployed,0,721,25149,4,1000,Emergency,180,12.93,TX,N
K8D3JPWIT780ICSH,2024-03-26,36,42028,Contract,39,694,9625,4,2500,Education,60,16.56,CA,N
89UHLY10VR2BKQG7,2025-01-13,27,77873,Employed,88,640,14689,5,1000,Travel,180,20.75,GA,Y
74695IA23O40A9Z1,2024-10-09,48,74199,Retired,0,764,9795,3,500,Car Repair,90,13.62,CA,N
XED6AWJ4SCKSC63G,2024-05-02,39,46016,Student,0,714,664,5,2000,Medical,365,15.64,CA,N
N3JKT1C6209C3AW7,2024-02-01,34,66330,Employed,48,738,11853,6,2500,Home Repair,30,16.32,NY,N
06N3CIHM4V4JIE0X,2024-01-19,39,23170,Employed,28,788,10265,4,1500,Emergency,180,14.01,GA,N
2HZ4I6R81P04DV0U,2024-10-20,18,75427,Employed,7,588,7070,2,500,Travel,60,19.2,MI,N
P6FY6P0HTZY5IK1B,2024-04-17,57,26283,Employed,59,681,18238,4,1500,Debt Consolidation,60,16.7,FL,N
5F83XAZ60WYYQNCF,2024-01-20,62,39829,Unemployed,0,763,8500,2,3000,Emergency,180,10.84,NV,Y
06LHU9HN0PJJHB0N,2024-08-02,49,78414,Retired,0,717,13520,4,5000,Emergency,365,17.23,IL,N
A7G8IVEYILN8NPA2,2024-04-20,40,21175,Employed,27,707,16427,11,2500,Debt Consolidation,365,13.19,MI,N
5BPLB01J784KONLD,2024-04-27,53,73476,Employed,94,760,5105,5,3000,Other,60,13.42,TX,N
XFIB9SH2UX6JKL9B,2024-10-12,33,40705,Employed,2,777,909,5,1000,Home Repair,365,15.38,WA,N
LXGWS5AZ8YJ9AA9P,2024-07-11,38,47358,Unemployed,0,729,6130,3,3000,Medical,30,20.65,CA,N
9URVI8PJ6NK9F73U,2024-11-17,33,68584,Employed,29,601,15387,1,2000,Emergency,90,18.39,AZ,Y
3S2ZPR38U4S7W8GM,2024-02-23,60,68162,Contract,201,572,1381,3,1500,Emergency,90,20.66,MI,N
E2X0L1YBYQKCQT9B,2024-08-07,36,22949,Employed,102,602,9629,5,3000,Debt Consolidation,90,16.62,FL,N
0LQCJNIYZJ3ZFAYG,2024-01-27,18,54812,Retired,0,647,16688,2,1000,Car Repair,180,19.05,MI,N
9RXB814ZR012X3NC,2024-03-20,35,94737,Unemployed,0,558,2985,0,2500,Other,30,24.5,NY,N
Z2ZMIGFIE5D6KO8Z,2024-03-19,48,72590,Employed,21,690,8234,5,1000,Home Repair,90,13.18,CA,Y
S8G6W3CJHTXX3ZCS,2024-03-16,38,33726,Self-Employed,70,676,12539,5,3000,Debt Consolidation,90,16.57,GA,N
1OZFSRAZZXVKKZCO,2024-08-18,33,90876,Retired,0,613,23206,4,1500,Emergency,90,24.5,AZ,N
IX0BFIPEHFJ629PK,2024-05-19,74,53260,Unemployed,0,779,3298,2,1000,Car Repair,60,12.42,NC,N
5RJJTD1MWX318NC6,2024-12-07,54,47195,Self-Employed,139,754,6753,6,1500,Emergency,365,11.34,OH,N
FS87VEUEDO8SDXAM,2024-03-19,23,57236,Self-Employed,155,630,4663,5,1000,Emergency,90,19.0,CA,N
7WICFMNLVMVG191L,2024-12-24,49,45216,Self-Employed,5,751,21451,3,500,Car Repair,60,11.41,AZ,Y
OAP1KFV44U3WO2Q6,2024-02-15,30,66782,Retired,0,716,2841,1,2000,Car Repair,30,15.9,NY,N
6BZAD1ZWAEHXIZIY,2024-08-30,57,35441,Employed,27,653,5094,7,3000,Education,30,18.9,FL,N
ZJHP4O2OZ54CO8FL,2024-10-10,37,74652,Unemployed,0,673,14856,4,2000,Emergency,30,14.64,NC,N
67G86WFYTJU0ZB6N,2024-12-06,56,40025,Self-Employed,12,546,15513,4,5000,Education,90,23.44,MI,N
BQG5A8MBQWC83O3N,2024-04-03,38,32988,Contract,128,540,48746,4,7500,Emergency,60,25.45,OH,Y
YMZT0CN7WFZGINJX,2024-12-22,49,67282,Employed,21,692,5880,7,1500,Medical,90,17.03,NY,N
XLZL8ZY8B3JSO8LX,2024-08-27,52,31392,Contract,9,850,18782,3,1000,Home Repair,180,11.74,CA,Y
2U6YJZXYVGSVHTXU,2024-08-14,36,82960,Employed,184,624,7791,1,2500,Debt Consolidation,30,22.93,CA,N
SDZNZGBLQK6GKJFU,2024-02-07,22,44484,Employed,23,739,13936,4,2000,Home Repair,180,17.72,CA,N
4DSGMCFO98CXGPV5,2024-01-30,46,48750,Employed,139,694,2311,6,1500,Home Repair,90,18.53,PA,N
EPYUPGEOCMBZJC9A,2024-07-01,53,85812,Self-Employed,59,834,4642,4,1000,Other,60,13.01,NY,N
YL65PXWE7R4HNAQB,2024-12-21,36,54562,Self-Employed,62,703,22457,8,1000,Debt Consolidation,180,12.71,IL,Y
3FX8POK0PNVJAZ2E,2024-01-14,51,47649,Unemployed,0,711,31687,4,1000,Debt Consolidation,60,15.33,FL,N
VEIL3EQ7XX1W36CO,2024-12-02,34,15000,Self-Employed,4,787,19010,3,1000,Car Repair,60,15.12,IL,N
ENWH5JZ554KAXKHI,2024-02-10,38,61079,Employed,67,662,779,1,1500,Car Repair,60,17.02,NY,Y
5O54FXERL6FEHER4,2024-12-26,38,23218,Student,0,713,46576,4,1000,Car Repair,60,15.09,OH,N
5VGED9OL1N76S20E,2024-12-06,35,45436,Unemployed,0,718,5597,3,1500,Emergency,90,16.74,PA,N
UPZ4SBSI4WOBX7HL,2024-10-11,52,33340,Unemployed,0,526,13873,4,7500,Other,90,23.29,TN,N
RI0TT5IQNHVYWU7L,2024-04-28,43,74064,Retired,0,644,14055,5,5000,Medical,365,21.33,NC,N
66I6GGJWI94LAUSK,2024-03-27,52,100669,Employed,42,745,24692,2,500,Other,60,16.58,OH,N
KHSALJ0XG9A2N1T9,2024-06-30,38,28160,Employed,64,685,46457,7,500,Emergency,60,14.7,CA,N
832YNVO8MLF1BDSH,2024-12-27,39,29007,Employed,28,748,15943,10,1500,Debt Consolidation,60,15.59,IL,N
C98250AZ7LLOMMW4,2024-06-10,51,123520,Self-Employed,6,605,24749,7,1500,Debt Consolidation,30,22.0,FL,N
GH8P9LVEWTFMSJBW,2024-02-16,59,18369,Employed,14,713,1414,4,500,Car Repair,60,14.59,TX,N
9YUMX00YDKLY9XTB,2024-03-18,27,24901,Employed,23,732,4413,5,1500,Car Repair,90,12.09,FL,N
0Z6MU2OKJLNTKPEZ,2024-02-11,51,69014,Employed,36,521,13992,5,1000,Emergency,30,26.53,NY,N
LTJVEBBYNAFSYPQR,2024-04-14,34,71871,Employed,55,689,13189,4,5000,Travel,365,14.92,TX,N
0VBUQIQMN2WKIYV4,2025-01-02,50,57224,Employed,7,756,8263,6,2500,Emergency,180,12.81,CA,N
9QDO3HG939UG5XTW,2024-12-13,18,68983,Employed,6,711,38168,1,7500,Emergency,60,18.74,PA,Y
HXX3M19QEMDC5L0F,2024-10-06,38,37435,Unemployed,0,651,5964,3,2500,Emergency,30,13.68,CA,N
ACHS6RQYMWBV6IHD,2024-04-20,28,43362,Employed,33,827,2171,3,1000,Debt Consolidation,30,9.09,OH,N
GHO3YXTBUQF5O1JL,2024-01-25,29,26894,Employed,37,684,18088,6,5000,Emergency,90,18.3,NC,Y
ZNARA60AN0JR4Y6E,2024-09-16,29,61936,Contract,62,728,11276,2,500,Home Repair,30,13.78,NC,N
R0UZNO5MJWM1WUVW,2024-05-07,20,51165,Self-Employed,57,700,23022,6,2500,Emergency,365,14.08,GA,N
KCY25DSRYSWE7MDX,2024-04-25,18,35538,Employed,31,659,5157,1,2500,Car Repair,30,13.75,CA,N
AUJ8NT5Z1AP4B7QP,2024-11-14,56,82671,Self-Employed,5,577,9376,3,1500,Emergency,30,25.78,CO,N
